date,totalSnow_cm,FeelsLikeC,HeatIndexC,WindChillC,humidity,precipMM,tempC,state_id
2014-05-20,0.0,14.1,15.1,14.1,36.1,0.0,15.1,0
2014-05-21,0.0,19.0,19.5,19.0,31.1,0.0,19.1,0
2014-05-22,0.0,19.8,19.9,19.8,26.1,0.0,19.8,0
2014-05-23,0.0,23.1,23.1,23.9,23.9,0.0,23.9,0
2014-05-24,0.0,24.2,24.2,25.3,22.5,0.0,25.2,0
2014-05-25,0.0,27.0,27.0,28.3,22.3,0.0,28.2,0
2014-05-26,0.0,28.0,28.0,29.6,12.3,0.0,29.6,0
2014-05-27,0.0,27.9,27.9,29.7,11.7,0.0,29.7,0
2014-05-28,0.0,24.6,24.6,25.9,11.9,0.0,25.9,0
2014-05-29,0.0,24.7,24.8,26.0,8.1,0.0,25.9,0
2014-05-03,0.0,24.7,24.7,26.1,12.7,0.0,26.1,0
2014-05-30,0.0,26.3,26.3,27.7,9.0,0.0,27.7,0
2014-05-31,0.0,24.6,24.6,26.1,8.7,0.0,26.1,0
2014-05-04,0.0,23.0,23.0,23.9,14.9,0.0,23.9,0
2014-05-05,0.0,19.1,19.5,19.1,31.4,0.0,19.5,0
2014-05-06,0.0,9.0,12.1,9.0,44.1,0.0,12.1,0
2014-05-07,0.0,16.1,16.6,16.1,26.5,0.0,16.6,0
2014-05-08,0.0,18.6,18.7,18.7,24.7,0.0,18.7,0
2014-05-09,0.0,18.5,18.9,18.7,30.9,0.0,19.1,0
2014-06-01,0.0,25.9,25.9,27.4,9.5,0.0,27.4,0
2014-06-10,0.0,28.2,28.3,29.5,19.7,0.0,29.5,0
2014-06-11,0.0,27.7,27.7,28.9,22.1,0.0,28.9,0
2014-06-12,0.0,27.4,27.4,28.9,20.2,0.0,28.9,0
2014-06-13,0.0,25.1,25.1,26.5,10.1,0.0,26.5,0
2014-06-14,0.0,24.1,24.1,25.4,8.3,0.0,25.4,0
2014-06-15,0.0,24.5,24.5,25.5,20.9,0.0,25.5,0
2014-06-16,0.0,22.9,22.9,23.9,22.9,0.0,23.9,0
2014-06-17,0.0,22.5,22.4,23.2,18.9,0.0,23.1,0
2014-06-18,0.0,23.8,23.7,24.9,9.8,0.0,24.9,0
2014-06-19,0.0,27.7,27.7,29.5,9.2,0.0,29.5,0
2014-06-02,0.0,24.9,24.9,26.3,10.0,0.0,26.2,0
2014-06-20,0.0,28.1,28.1,29.9,6.1,0.0,29.9,0
2014-06-21,0.0,29.1,29.1,30.7,13.1,0.0,30.6,0
2014-06-22,0.0,28.0,28.0,29.7,9.5,0.0,29.7,0
2014-06-23,0.0,27.4,27.4,29.0,10.3,0.0,29.0,0
2014-06-24,0.0,27.5,27.5,29.1,12.3,0.0,29.1,0
2014-06-25,0.0,27.3,27.3,28.9,13.1,0.0,28.9,0
2014-06-26,0.0,24.1,24.1,24.9,29.5,0.0,24.9,0
2014-06-27,0.0,24.7,24.7,25.7,22.5,0.0,25.7,0
2014-06-28,0.0,27.9,27.9,29.4,18.4,0.0,29.4,0
2014-06-29,0.0,30.1,30.1,32.0,13.6,0.0,32.0,0
2014-06-03,0.0,25.5,25.5,27.0,7.9,0.0,26.9,0
2014-06-30,0.0,31.1,31.1,32.7,15.5,0.0,32.7,0
2014-06-04,0.0,26.1,26.1,27.6,8.8,0.0,27.6,0
2014-06-05,0.0,27.7,27.7,29.4,11.4,0.0,29.4,0
2014-06-06,0.0,27.2,27.2,28.7,15.5,0.0,28.7,0
2014-06-07,0.0,28.3,28.3,30.1,15.3,0.0,30.1,0
2014-06-08,0.0,31.3,31.3,33.2,11.1,0.0,33.2,0
2014-06-09,0.0,31.5,31.5,33.1,8.6,0.0,33.1,0
2014-07-01,0.0,31.4,31.4,33.0,15.3,0.0,33.0,0
2014-07-10,0.0,27.9,27.9,29.5,21.3,0.0,29.5,0
2014-07-11,0.0,27.3,27.3,28.9,19.3,0.0,28.9,0
2014-07-12,0.0,29.4,29.4,31.5,13.0,0.0,31.5,0
2014-07-13,0.0,34.3,34.3,35.5,14.9,0.0,35.5,0
2014-07-14,0.0,31.2,31.2,32.3,26.1,0.0,32.3,0
2014-07-15,0.0,28.8,28.8,30.1,27.7,0.0,30.1,0
2014-07-16,0.0,28.7,28.7,29.8,29.7,0.0,29.6,0
2014-07-17,0.0,27.1,27.1,27.6,33.8,0.0,27.6,0
2014-07-18,0.0,28.1,28.1,28.7,32.0,0.0,28.6,0
2014-07-19,0.0,27.9,27.9,29.1,26.4,0.0,29.1,0
2014-07-02,0.0,31.8,31.8,33.3,16.1,0.0,33.3,0
2014-07-20,0.0,27.6,27.6,28.3,35.9,0.0,28.3,0
2014-07-21,0.0,28.1,28.1,28.9,30.0,0.0,28.9,0
2014-07-22,0.0,27.9,27.9,28.5,28.0,0.0,28.5,0
2014-07-23,0.0,29.0,29.0,30.7,14.9,0.0,30.7,0
2014-07-24,0.0,30.6,30.6,32.4,12.5,0.0,32.4,0
2014-07-25,0.0,30.8,30.8,32.5,11.9,0.0,32.5,0
2014-07-26,0.0,30.7,30.7,32.7,8.3,0.0,32.7,0
2014-07-27,0.0,30.4,30.4,32.5,14.1,0.0,32.4,0
2014-07-28,0.0,29.3,29.3,31.3,15.0,0.0,31.3,0
2014-07-29,0.0,30.3,30.3,32.3,16.1,0.0,32.3,0
2014-07-03,0.0,31.5,31.5,33.2,11.8,0.0,33.2,0
2014-07-30,0.0,31.3,31.3,33.1,18.2,0.0,33.1,0
2014-07-31,0.0,31.7,31.7,33.7,14.7,0.0,33.7,0
2014-07-04,0.0,30.0,30.0,31.8,17.0,0.0,31.8,0
2014-07-05,0.0,30.5,30.5,32.4,13.5,0.0,32.4,0
2014-07-06,0.0,30.6,30.6,32.5,14.4,0.0,32.5,0
2014-07-07,0.0,31.3,31.3,33.1,15.5,0.0,33.1,0
2014-07-08,0.0,31.7,31.7,33.3,12.4,0.0,33.3,0
2014-07-09,0.0,30.0,30.0,31.7,14.2,0.0,31.7,0
2014-08-01,0.0,32.1,32.1,33.9,11.8,0.0,33.9,0
2014-08-10,0.0,29.1,29.1,31.2,13.4,0.0,31.2,0
2014-08-11,0.0,28.8,28.8,30.8,20.0,0.0,30.8,0
2014-08-12,0.0,29.0,29.0,30.7,22.1,0.0,30.7,0
2014-08-13,0.0,27.7,27.7,29.3,19.7,0.0,29.3,0
2014-08-14,0.0,27.6,27.6,29.7,14.0,0.0,29.7,0
2014-08-15,0.0,28.4,28.4,30.3,13.8,0.0,30.3,0
2014-08-16,0.0,29.0,29.0,30.9,11.3,0.0,30.9,0
2014-08-17,0.0,30.1,30.1,32.1,12.7,0.0,32.2,0
2014-08-18,0.0,28.6,28.6,30.4,10.8,0.0,30.4,0
2014-08-19,0.0,24.8,24.8,26.1,24.5,0.0,26.1,0
2014-08-02,0.0,29.3,29.3,30.9,24.7,0.0,30.9,0
2014-08-20,0.0,25.2,25.2,26.1,24.4,0.0,26.1,0
2014-08-21,0.0,26.7,26.7,28.1,22.5,0.0,28.1,0
2014-08-22,0.0,27.1,27.1,28.5,22.5,0.0,28.5,0
2014-08-23,0.0,26.5,26.6,27.9,21.3,0.0,27.9,0
2014-08-24,0.0,26.1,26.1,27.4,20.3,0.0,27.3,0
2014-08-25,0.0,25.4,25.5,26.5,21.4,0.0,26.5,0
2014-08-26,0.0,25.9,25.9,27.5,13.3,0.0,27.3,0
2014-08-27,0.0,27.5,27.5,29.2,12.5,0.0,29.2,0
2014-08-28,0.0,29.4,29.4,31.2,10.3,0.0,31.2,0
2014-08-29,0.0,29.6,29.6,31.5,8.0,0.0,31.4,0
2014-08-03,0.0,25.7,25.7,24.7,49.3,0.0,24.7,0
2014-08-30,0.0,28.5,28.5,30.3,13.9,0.0,30.3,0
2014-08-31,0.0,27.9,27.9,29.5,9.3,0.0,29.5,0
2014-08-04,0.0,26.5,26.5,27.7,23.5,0.0,27.7,0
2014-08-05,0.0,26.9,26.9,28.7,17.2,0.0,28.7,0
2014-08-06,0.0,26.4,26.4,27.7,22.7,0.0,27.5,0
2014-08-07,0.0,27.5,27.5,29.3,19.2,0.0,29.2,0
2014-08-08,0.0,28.4,28.4,30.2,17.6,0.0,30.2,0
2014-08-09,0.0,29.2,29.2,30.8,14.4,0.0,30.8,0
2014-09-01,0.0,29.0,29.0,30.7,13.4,0.0,30.7,0
2014-09-10,0.0,27.4,27.4,29.2,9.9,0.0,29.2,0
2014-09-11,0.0,28.5,28.5,30.6,9.4,0.0,30.6,0
2014-09-12,0.0,29.0,29.0,30.6,15.4,0.0,30.5,0
2014-09-13,0.0,24.9,24.8,25.7,23.5,0.0,25.9,0
2014-09-14,0.0,30.3,30.3,32.1,18.3,0.0,32.1,0
2014-09-15,0.0,30.3,30.3,32.3,16.8,0.0,32.2,0
2014-09-16,0.0,30.1,30.1,32.0,19.2,0.0,32.0,0
2014-09-17,0.0,28.8,28.8,30.6,19.2,0.0,30.6,0
2014-09-18,0.0,25.5,25.8,25.9,36.0,0.0,25.9,0
2014-09-19,0.0,25.1,25.1,25.3,32.7,0.0,25.3,0
2014-09-02,0.0,29.0,29.0,30.5,16.5,0.0,30.5,0
2014-09-20,0.0,25.7,25.9,25.7,36.3,0.0,25.7,0
2014-09-21,0.0,25.1,25.3,25.1,35.9,0.0,25.1,0
2014-09-22,0.0,26.3,26.3,27.7,17.7,0.0,27.7,0
2014-09-23,0.0,27.0,27.0,28.8,13.1,0.0,28.8,0
2014-09-24,0.0,27.4,27.4,29.2,13.5,0.0,29.2,0
2014-09-25,0.0,26.7,26.9,27.0,32.7,0.0,27.0,0
2014-09-26,0.0,21.8,21.8,22.4,28.0,0.0,22.4,0
2014-09-27,0.0,16.3,16.7,16.3,35.9,0.0,16.7,0
2014-09-28,0.0,18.9,19.2,18.9,32.7,0.0,18.9,0
2014-09-29,0.0,20.7,20.7,20.8,29.3,0.0,20.9,0
2014-09-03,0.0,28.1,28.1,29.7,21.5,0.0,29.6,0
2014-09-30,0.0,22.5,22.6,23.1,21.8,0.0,23.0,0
2014-09-04,0.0,27.1,27.1,28.2,22.0,0.0,28.2,0
2014-09-05,0.0,28.2,28.2,29.9,10.8,0.0,29.9,0
2014-09-06,0.0,28.5,28.5,30.5,16.5,0.0,30.5,0
2014-09-07,0.0,29.3,29.3,31.3,11.7,0.0,31.2,0
2014-09-08,0.0,26.7,26.7,27.5,30.5,0.0,27.4,0
2014-09-09,0.0,25.5,25.5,27.3,8.7,0.0,27.3,0
2015-01-01,0.0,1.4,3.0,1.4,19.5,0.0,2.9,0
2015-01-10,0.0,11.9,12.1,11.9,37.1,0.0,12.1,0
2015-01-11,0.0,7.8,9.4,7.8,75.9,0.0,9.3,0
2015-01-12,0.0,8.2,9.9,8.2,54.1,0.0,9.9,0
2015-01-13,0.0,9.2,10.4,9.2,41.8,0.0,10.3,0
2015-01-14,0.0,9.6,9.8,9.6,35.4,0.0,9.8,0
2015-01-15,0.0,10.5,10.7,10.5,33.9,0.0,10.7,0
2015-01-16,0.0,11.7,12.1,11.7,34.6,0.0,12.0,0
2015-01-17,0.0,13.1,13.3,13.1,32.4,0.0,13.2,0
2015-01-18,0.0,14.2,14.4,14.2,27.4,0.0,14.3,0
2015-01-19,0.0,13.5,14.1,13.5,31.7,0.0,14.1,0
2015-01-02,0.0,4.7,5.3,4.7,29.7,0.0,5.3,0
2015-01-20,0.0,12.5,12.6,12.5,28.2,0.0,12.6,0
2015-01-21,0.0,11.1,11.8,11.1,23.7,0.0,11.8,0
2015-01-22,0.0,10.8,11.0,10.8,20.7,0.0,11.0,0
2015-01-23,0.0,11.6,11.7,11.6,20.3,0.0,11.7,0
2015-01-24,0.0,12.9,13.4,12.9,21.2,0.0,13.4,0
2015-01-25,0.0,15.3,15.3,15.3,29.9,0.0,15.2,0
2015-01-26,0.0,11.1,12.7,11.1,55.1,0.1,12.7,0
2015-01-27,0.0,11.6,11.9,11.6,69.1,0.0,11.9,0
2015-01-28,0.0,12.9,13.3,12.9,52.3,0.0,13.3,0
2015-01-29,0.0,14.9,15.1,14.9,37.7,0.0,15.1,0
2015-01-03,0.0,6.9,7.9,6.9,30.6,0.0,7.9,0
2015-01-30,0.0,11.6,12.3,11.6,56.5,0.0,12.3,0
2015-01-31,0.0,12.6,12.9,12.6,41.2,0.0,12.9,0
2015-01-04,0.0,8.7,9.0,8.7,33.3,0.0,8.9,0
2015-01-05,0.0,11.2,11.9,11.2,25.8,0.0,11.9,0
2015-01-06,0.0,13.9,14.4,13.9,31.7,0.0,14.4,0
2015-01-07,0.0,15.0,15.3,15.0,35.1,0.0,15.3,0
2015-01-08,0.0,14.8,14.9,14.8,27.5,0.0,14.9,0
2015-01-09,0.0,13.8,14.1,13.8,28.3,0.0,14.1,0
2015-10-01,0.0,22.5,22.5,23.3,32.0,0.0,23.3,0
2015-10-10,0.0,26.7,26.7,28.1,24.5,0.0,28.1,0
2015-10-11,0.0,27.0,27.0,28.5,25.8,0.0,28.5,0
2015-10-12,0.0,27.4,27.4,29.0,23.7,0.0,28.9,0
2015-10-13,0.0,27.1,27.1,28.0,28.1,0.0,28.0,0
2015-10-14,0.0,25.9,25.9,26.8,29.1,0.0,26.8,0
2015-10-15,0.0,24.7,24.9,24.3,41.5,0.0,24.2,0
2015-10-16,0.0,23.4,23.8,22.7,48.0,0.0,22.7,0
2015-10-17,0.0,23.5,23.7,22.8,45.6,0.0,22.8,0
2015-10-18,0.0,19.5,20.9,19.3,49.1,0.0,19.6,0
2015-10-19,0.0,17.6,17.6,17.6,46.7,0.0,17.6,0
2015-10-02,0.0,21.5,21.7,21.8,35.2,0.0,21.8,0
2015-10-20,0.0,20.1,20.2,20.1,29.9,0.0,20.1,0
2015-10-21,0.0,20.6,20.9,20.5,26.8,0.0,20.5,0
2015-10-22,0.0,21.1,21.1,21.3,27.8,0.0,21.3,0
2015-10-23,0.0,16.3,16.3,16.3,36.4,0.0,16.3,0
2015-10-24,0.0,19.3,19.5,19.5,27.2,0.0,19.8,0
2015-10-25,0.0,21.5,21.4,21.9,18.9,0.0,21.9,0
2015-10-26,0.0,21.3,21.3,21.6,16.8,0.0,21.6,0
2015-10-27,0.0,21.9,21.9,22.5,13.1,0.0,22.5,0
2015-10-28,0.0,18.4,18.8,18.3,40.1,0.0,18.6,0
2015-10-29,0.0,16.7,17.3,16.7,34.4,0.0,17.3,0
2015-10-03,0.0,22.2,22.2,23.0,29.2,0.0,22.9,0
2015-10-30,0.0,19.3,19.3,19.5,20.4,0.0,19.4,0
2015-10-31,0.0,21.2,21.2,21.7,18.1,0.0,21.7,0
2015-10-04,0.0,16.2,16.3,16.2,51.9,0.1,16.2,0
2015-10-05,0.0,17.9,17.9,17.9,47.0,0.0,17.9,0
2015-10-06,0.0,20.9,21.1,20.4,43.6,0.0,20.4,0
2015-10-07,0.0,23.6,24.0,24.1,28.7,0.0,24.1,0
2015-10-08,0.0,26.5,26.5,27.6,23.9,0.0,27.6,0
2015-10-09,0.0,27.1,27.1,28.4,20.9,0.0,28.4,0
2015-11-01,0.0,21.4,21.3,22.1,17.7,0.0,22.1,0
2015-11-10,0.0,4.7,8.0,4.7,49.4,0.0,8.0,0
2015-11-11,0.0,9.7,10.3,9.7,31.8,0.0,10.3,0
2015-11-12,0.0,11.9,12.2,11.9,15.9,0.0,12.2,0
2015-11-13,0.0,14.3,14.2,14.3,14.6,0.0,14.1,0
2015-11-14,0.0,14.1,14.3,14.1,17.7,0.0,14.1,0
2015-11-15,0.0,7.3,10.4,7.3,44.8,0.0,10.4,0
2015-11-16,0.0,2.7,6.1,2.7,46.3,0.0,6.1,0
2015-11-17,0.0,10.1,10.7,10.1,23.2,0.0,10.7,0
2015-11-18,0.0,13.7,14.0,13.7,30.5,0.0,14.0,0
2015-11-19,0.0,15.5,15.7,15.5,30.7,0.0,15.7,0
2015-11-02,0.0,13.9,15.6,13.9,46.3,0.0,15.3,0
2015-11-20,0.0,16.9,17.1,16.9,17.4,0.0,17.0,0
2015-11-21,0.0,15.4,15.8,15.4,30.4,0.0,15.7,0
2015-11-22,0.0,14.6,14.7,14.6,17.0,0.0,14.7,0
2015-11-23,0.0,15.1,15.7,15.1,18.3,0.0,15.7,0
2015-11-24,0.0,12.0,13.7,12.0,42.2,0.0,13.7,0
2015-11-25,0.0,2.0,6.1,2.0,42.4,0.0,5.9,0
2015-11-26,0.0,3.5,6.1,3.5,33.5,0.0,6.1,0
2015-11-27,0.0,3.8,5.9,3.8,28.9,0.0,5.9,0
2015-11-28,0.0,2.9,5.1,2.9,32.1,0.0,5.1,0
2015-11-29,0.0,3.9,5.5,3.9,26.9,0.0,5.5,0
2015-11-03,0.0,8.3,10.8,8.3,51.9,0.0,10.8,0
2015-11-30,0.0,4.7,5.9,4.7,22.9,0.0,5.9,0
2015-11-04,0.0,7.9,9.8,7.9,43.7,0.0,9.7,0
2015-11-05,0.0,10.1,10.9,10.1,28.1,0.0,10.9,0
2015-11-06,0.0,13.0,13.2,13.0,22.9,0.0,13.2,0
2015-11-07,0.0,13.6,13.7,13.6,25.8,0.0,13.6,0
2015-11-08,0.0,14.2,15.1,14.2,24.6,0.0,14.9,0
2015-11-09,0.0,9.5,11.6,9.5,52.2,0.0,11.5,0
2015-12-01,0.0,7.9,8.3,7.9,24.4,0.0,8.3,0
2015-12-10,0.0,14.1,15.0,14.1,46.7,0.0,14.9,0
2015-12-11,0.0,3.0,7.3,3.0,55.3,0.0,7.3,0
2015-12-12,0.0,5.3,7.5,5.3,48.3,0.0,7.5,0
2015-12-13,0.0,7.4,10.4,7.4,52.7,0.2,10.3,0
2015-12-14,0.0,-0.8,3.6,-0.8,52.4,0.0,3.5,0
2015-12-15,0.0,2.4,3.9,2.4,35.1,0.0,3.8,0
2015-12-16,0.0,4.1,5.3,4.1,32.8,0.0,5.3,0
2015-12-17,0.0,7.1,8.3,7.1,29.9,0.0,8.3,0
2015-12-18,0.0,6.4,8.1,6.4,51.1,0.0,8.1,0
2015-12-19,0.0,6.6,8.4,6.6,48.3,0.1,8.4,0
2015-12-02,0.0,10.5,11.4,10.5,26.7,0.0,11.4,0
2015-12-20,0.0,2.2,5.4,2.2,59.3,0.0,5.4,0
2015-12-21,0.0,8.1,10.7,8.1,60.3,0.0,10.7,0
2015-12-22,0.0,11.3,13.2,11.3,63.7,0.0,13.2,0
2015-12-23,0.0,3.8,7.7,3.8,56.3,0.0,7.7,0
2015-12-24,0.0,3.1,6.9,3.1,48.9,0.0,6.9,0
2015-12-25,0.0,-1.6,2.7,-1.6,50.1,0.0,2.8,0
2015-12-26,0.0,1.7,4.9,1.7,17.5,0.0,4.9,0
2015-12-27,0.0,1.7,2.9,1.7,30.7,0.0,2.8,0
2015-12-28,0.0,7.4,8.6,7.4,40.6,0.0,8.6,0
2015-12-29,0.0,2.9,4.1,2.9,42.1,0.0,4.1,0
2015-12-03,0.0,6.0,7.6,6.0,34.1,0.0,7.6,0
2015-12-30,0.0,3.3,4.5,3.3,39.9,0.0,4.5,0
2015-12-31,0.0,1.5,4.5,1.5,37.8,0.0,4.4,0
2015-12-04,0.0,8.0,9.9,8.0,53.1,0.0,9.9,0
2015-12-05,0.0,9.5,11.1,9.5,31.5,0.0,11.1,0
2015-12-06,0.0,12.5,12.6,12.5,21.9,0.0,12.6,0
2015-12-07,0.0,13.6,14.1,13.6,27.2,0.0,14.0,0
2015-12-08,0.0,15.5,15.7,15.5,32.0,0.0,15.6,0
2015-12-09,0.0,15.4,16.0,15.4,24.8,0.0,16.0,0
2015-02-01,0.0,13.5,13.7,13.5,25.8,0.0,13.6,0
2015-02-10,0.0,15.8,15.9,15.8,35.7,0.0,15.9,0
2015-02-11,0.0,16.1,16.2,16.1,19.0,0.0,16.2,0
2015-02-12,0.0,17.2,17.0,17.2,16.7,0.0,17.0,0
2015-02-13,0.0,18.7,18.6,18.9,15.5,0.0,18.7,0
2015-02-14,0.0,19.6,19.6,19.7,23.2,0.0,19.7,0
2015-02-15,0.0,19.4,19.3,19.5,21.9,0.0,19.4,0
2015-02-16,0.0,20.1,20.1,20.4,19.6,0.0,20.4,0
2015-02-17,0.0,18.0,18.3,18.0,22.7,0.0,18.1,0
2015-02-18,0.0,18.1,18.4,18.1,16.2,0.0,18.1,0
2015-02-19,0.0,18.4,18.7,18.5,23.9,0.0,18.8,0
2015-02-02,0.0,15.5,15.6,15.5,27.4,0.0,15.6,0
2015-02-20,0.0,17.3,17.9,17.3,32.6,0.0,17.7,0
2015-02-21,0.0,14.9,16.0,14.9,28.3,0.0,15.9,0
2015-02-22,0.0,6.9,8.9,6.9,69.5,0.3,8.9,0
2015-02-23,0.0,6.2,8.3,6.2,40.4,0.0,8.2,0
2015-02-24,0.0,10.7,11.9,10.7,31.0,0.0,11.9,0
2015-02-25,0.0,13.9,14.4,13.9,24.5,0.0,14.4,0
2015-02-26,0.0,13.5,14.4,13.5,33.5,0.0,14.4,0
2015-02-27,0.0,10.8,13.0,10.8,46.7,0.0,13.0,0
2015-02-28,0.0,6.6,9.6,6.6,48.9,0.0,9.6,0
2015-02-03,0.0,16.3,16.5,16.3,23.2,0.0,16.5,0
2015-02-04,0.0,18.2,18.1,18.2,22.0,0.0,18.1,0
2015-02-05,0.0,18.3,18.3,18.3,25.9,0.0,18.2,0
2015-02-06,0.0,16.3,17.1,16.3,25.1,0.0,16.9,0
2015-02-07,0.0,15.5,16.0,15.5,59.8,0.0,16.0,0
2015-02-08,0.0,17.3,17.8,17.3,43.3,0.0,17.5,0
2015-02-09,0.0,14.5,15.5,14.5,44.3,0.0,15.5,0
2015-03-01,0.0,4.3,7.5,4.3,54.0,0.0,7.5,0
2015-03-10,0.0,13.5,14.1,13.5,32.3,0.0,14.2,0
2015-03-11,0.0,13.6,14.2,13.6,34.1,0.0,14.3,0
2015-03-12,0.0,14.3,15.1,14.3,33.7,0.0,15.3,0
2015-03-13,0.0,14.4,15.2,14.4,35.3,0.0,15.4,0
2015-03-14,0.0,14.3,15.3,14.3,31.8,0.0,15.5,0
2015-03-15,0.0,14.3,15.1,14.3,33.3,0.0,15.2,0
2015-03-16,0.0,14.9,15.9,14.9,33.9,0.0,16.0,0
2015-03-17,0.0,13.5,14.7,13.5,29.2,0.0,14.8,0
2015-03-18,0.0,14.3,15.3,14.3,27.2,0.0,15.3,0
2015-03-19,0.0,20.6,20.6,20.9,21.3,0.0,20.9,0
2015-03-02,0.0,6.1,9.1,6.1,54.0,0.0,9.1,0
2015-03-20,0.0,21.0,20.9,21.4,16.4,0.0,21.4,0
2015-03-21,0.0,20.0,20.1,20.3,22.2,0.0,20.4,0
2015-03-22,0.0,17.8,18.3,17.8,29.4,0.0,18.3,0
2015-03-23,0.0,14.1,15.4,14.1,44.0,0.0,15.4,0
2015-03-24,0.0,15.5,16.3,15.5,42.5,0.0,16.3,0
2015-03-25,0.0,19.6,19.5,19.7,21.5,0.0,19.7,0
2015-03-26,0.0,21.7,21.7,22.3,17.9,0.0,22.3,0
2015-03-27,0.0,23.6,23.5,24.7,16.8,0.0,24.7,0
2015-03-28,0.0,22.9,23.0,23.9,19.6,0.0,23.9,0
2015-03-29,0.0,23.3,23.4,24.0,19.5,0.0,23.9,0
2015-03-03,0.0,9.2,10.4,9.2,44.6,0.0,10.3,0
2015-03-30,0.0,23.7,23.6,24.6,17.3,0.0,24.6,0
2015-03-31,0.0,19.4,19.9,19.8,22.8,0.0,20.2,0
2015-03-04,0.0,10.4,11.0,10.4,23.9,0.0,11.0,0
2015-03-05,0.0,13.2,13.3,13.2,17.5,0.0,13.3,0
2015-03-06,0.0,16.9,17.3,16.9,15.5,0.0,17.1,0
2015-03-07,0.0,18.3,18.5,18.3,17.5,0.0,18.4,0
2015-03-08,0.0,18.5,18.7,18.7,15.7,0.0,19.0,0
2015-03-09,0.0,20.3,20.3,20.5,16.5,0.0,20.5,0
2015-04-01,0.0,16.1,17.2,16.1,18.4,0.0,17.1,0
2015-04-10,0.0,17.4,17.8,17.4,23.9,0.0,17.7,0
2015-04-11,0.0,18.1,18.6,18.2,25.4,0.0,18.5,0
2015-04-12,0.0,21.5,21.5,22.2,20.3,0.0,22.5,0
2015-04-13,0.0,14.7,15.5,14.7,32.5,0.0,15.7,0
2015-04-14,0.0,14.5,15.5,14.5,29.7,0.0,15.7,0
2015-04-15,0.0,14.5,15.3,14.5,16.6,0.0,15.3,0
2015-04-16,0.0,15.3,16.0,15.3,13.4,0.0,15.9,0
2015-04-17,0.0,20.7,20.7,20.9,15.3,0.0,20.9,0
2015-04-18,0.0,22.3,22.5,23.2,17.7,0.0,23.2,0
2015-04-19,0.0,23.2,23.2,23.9,17.5,0.0,23.9,0
2015-04-02,0.0,15.5,15.7,15.5,18.7,0.0,15.6,0
2015-04-20,0.0,22.0,22.1,22.4,27.4,0.0,22.4,0
2015-04-21,0.0,18.0,18.4,18.0,46.1,0.0,18.4,0
2015-04-22,0.0,17.3,17.6,17.3,45.7,0.0,17.4,0
2015-04-23,0.0,17.5,18.2,17.5,47.3,0.0,17.9,0
2015-04-24,0.0,15.2,16.3,15.2,45.7,0.0,16.3,0
2015-04-25,0.0,11.8,13.9,11.8,46.3,0.0,13.7,0
2015-04-26,0.0,16.7,17.1,16.7,38.5,0.0,16.9,0
2015-04-27,0.0,21.3,21.5,21.5,20.5,0.0,21.7,0
2015-04-28,0.0,18.1,18.5,18.1,26.8,0.0,18.7,0
2015-04-29,0.0,25.0,25.2,26.2,20.0,0.0,26.2,0
2015-04-03,0.0,18.0,18.1,18.0,10.5,0.0,18.0,0
2015-04-30,0.0,24.7,24.7,26.1,16.1,0.0,26.1,0
2015-04-04,0.0,19.1,19.3,19.5,13.7,0.0,19.7,0
2015-04-05,0.0,14.7,15.8,14.7,32.5,0.0,15.8,0
2015-04-06,0.0,11.1,13.1,11.1,32.7,0.0,13.1,0
2015-04-07,0.0,8.3,10.9,8.3,50.8,0.0,10.9,0
2015-04-08,0.0,11.4,12.3,11.4,24.0,0.0,12.3,0
2015-04-09,0.0,16.3,16.5,16.3,14.1,0.0,16.5,0
2015-05-01,0.0,23.5,23.5,24.7,14.5,0.0,24.7,0
2015-05-10,0.0,22.6,22.6,23.3,18.8,0.0,23.3,0
2015-05-11,0.0,22.5,22.7,23.2,24.0,0.0,23.2,0
2015-05-12,0.0,19.2,19.5,19.3,22.9,0.0,19.7,0
2015-05-13,0.0,17.1,17.7,17.1,30.3,0.0,17.5,0
2015-05-14,0.0,11.0,13.0,11.0,49.6,0.0,12.9,0
2015-05-15,0.0,13.1,14.5,13.1,43.0,0.0,14.4,0
2015-05-16,0.0,17.7,18.3,17.7,35.7,0.0,18.2,0
2015-05-17,0.0,18.1,18.5,18.1,32.5,0.0,18.3,0
2015-05-18,0.0,17.6,18.6,17.6,36.3,0.0,18.3,0
2015-05-19,0.0,19.1,19.5,19.0,33.8,0.0,19.3,0
2015-05-02,0.0,23.5,23.5,24.4,16.7,0.0,24.4,0
2015-05-20,0.0,18.6,19.0,18.6,30.3,0.0,18.9,0
2015-05-21,0.0,17.1,17.8,17.1,39.4,0.0,17.7,0
2015-05-22,0.0,16.3,17.1,16.3,45.7,0.0,17.1,0
2015-05-23,0.0,18.5,19.0,18.4,44.3,0.0,18.7,0
2015-05-24,0.0,21.1,21.1,21.3,34.6,0.0,21.3,0
2015-05-25,0.0,22.5,23.1,22.7,38.7,0.0,22.7,0
2015-05-26,0.0,23.1,23.3,23.0,35.7,0.0,23.0,0
2015-05-27,0.0,24.1,24.1,24.7,28.9,0.0,24.7,0
2015-05-28,0.0,25.7,25.8,27.2,15.9,0.0,27.2,0
2015-05-29,0.0,27.5,27.5,29.4,15.4,0.0,29.4,0
2015-05-03,0.0,22.1,22.1,22.9,16.9,0.0,22.9,0
